b7972ad2-607b-4467-97b0-d150b2691e11,1,243.014983,166.012977,99.321029
b7972ad2-607b-4467-97b0-d150b2691e11,2,243.014983,61.914397,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,3,243.014983,31.026237,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,4,243.014983,24.301498,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,5,243.014983,72.904495,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,6,243.014983,72.904495,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,7,243.014983,48.602997,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,8,243.014983,48.602997,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,9,243.014983,24.301498,0.000000
b7972ad2-607b-4467-97b0-d150b2691e11,10,243.014983,24.301498,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,1,287.517189,172.432196,90.407797
02e50cf0-7f4a-444e-a888-e0d411219c67,2,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,3,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,4,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,5,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,6,287.517189,115.006876,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,7,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,8,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,9,287.517189,57.503438,0.000000
02e50cf0-7f4a-444e-a888-e0d411219c67,10,287.517189,57.503438,0.000000
